genero,ocupacion,sector,edad,escolaridad,informal,municipio,factor
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,santiago,587
H,trabajador,Industria manufacturera,60-64,Primaria o Secundaria,0,escobedo,439
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,escobedo,439
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,439
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,escobedo,439
F,independiente,Servicios,50-59,Carrera técnica o preparatoria,0,escobedo,439
F,trabajador,Servicios,25-49,Licenciatura,0,escobedo,439
F,trabajador,Industria manufacturera,18-24,Licenciatura,0,escobedo,439
H,independiente,Servicios,65-130,Primaria o Secundaria,1,escobedo,439
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,escobedo,439
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,439
H,trabajador,Industria manufacturera,18-24,Licenciatura,0,escobedo,439
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,escobedo,439
F,trabajador,Comercio,25-49,Licenciatura,0,escobedo,439
H,trabajador,Transporte y comunicaciones,50-59,Carrera técnica o preparatoria,0,san_pedro,559
H,trabajador,Servicios,65-130,Primaria o Secundaria,0,san_pedro,559
F,trabajador,Comercio,25-49,Licenciatura,0,san_pedro,559
F,trabajador,Servicios,18-24,Licenciatura,1,san_pedro,559
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,1,san_pedro,559
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,san_pedro,559
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,san_pedro,559
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,san_pedro,559
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,san_pedro,559
H,trabajador,Servicios,15-17,Primaria o Secundaria,1,san_pedro,559
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,guadalupe,396
H,trabajador,Servicios,25-49,Licenciatura,1,guadalupe,396
F,trabajador,Servicios,50-59,Carrera técnica o preparatoria,0,guadalupe,396
H,trabajador,Comercio,50-59,Primaria o Secundaria,0,guadalupe,396
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,guadalupe,396
H,trabajador,Servicios,25-49,Licenciatura,0,guadalupe,396
H,trabajador,Servicios,50-59,Carrera técnica o preparatoria,0,guadalupe,396
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,guadalupe,396
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,guadalupe,396
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,guadalupe,396
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,san_nicolas,401
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,san_nicolas,401
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,san_nicolas,401
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,san_nicolas,401
H,trabajador,Servicios,50-59,Postgrado,0,san_nicolas,401
H,trabajador,Servicios,65-130,Licenciatura,0,san_nicolas,401
F,independiente,Servicios,25-49,Carrera técnica o preparatoria,1,monterrey,269
H,trabajador,Comercio,25-49,Sin Instrucción,0,monterrey,344
H,trabajador,Comercio,25-49,Licenciatura,0,monterrey,344
H,independiente,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,1,monterrey,344
F,trabajador,Servicios,25-49,Licenciatura,0,monterrey,344
F,trabajador,Comercio,25-49,Licenciatura,0,monterrey,344
F,trabajador,Servicios,25-49,Licenciatura,0,monterrey,344
F,trabajador,Comercio,65-130,Primaria o Secundaria,1,monterrey,344
F,trabajador,Gobierno,25-49,Licenciatura,0,monterrey,344
F,trabajador,Servicios,25-49,Licenciatura,1,monterrey,344
F,independiente,Comercio,50-59,Licenciatura,1,monterrey,1009
F,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,monterrey,1009
H,trabajador,Servicios,60-64,Licenciatura,0,monterrey,1009
H,trabajador,Comercio,18-24,Primaria o Secundaria,0,san_nicolas,386
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,san_nicolas,386
H,independiente,Construcción,50-59,Primaria o Secundaria,1,san_nicolas,386
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,san_nicolas,386
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,san_nicolas,386
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,san_nicolas,386
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,san_nicolas,386
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,san_nicolas,386
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,san_nicolas,386
H,trabajador,Construcción,25-49,Carrera técnica o preparatoria,0,san_nicolas,384
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,1,san_nicolas,384
F,trabajador,Servicios,60-64,Carrera técnica o preparatoria,0,san_nicolas,384
H,independiente,Construcción,65-130,Primaria o Secundaria,1,san_nicolas,384
H,trabajador,Servicios,50-59,Licenciatura,1,san_nicolas,384
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,san_nicolas,384
H,independiente,Industria manufacturera,25-49,Licenciatura,0,san_nicolas,384
F,trabajador,Servicios,50-59,Postgrado,0,san_nicolas,384
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,san_nicolas,384
F,independiente,Comercio,60-64,Primaria o Secundaria,1,juarez,465
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,juarez,465
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,juarez,465
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,juarez,465
F,otro,Comercio,50-59,Carrera técnica o preparatoria,1,juarez,465
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,juarez,465
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,santa_catarina,436
F,trabajador,Gobierno,18-24,Licenciatura,1,santa_catarina,436
H,trabajador,Construcción,25-49,Primaria o Secundaria,0,santa_catarina,436
F,independiente,Comercio,25-49,Primaria o Secundaria,1,santa_catarina,436
H,trabajador,Otro,18-24,Carrera técnica o preparatoria,1,santa_catarina,436
H,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,santa_catarina,436
F,otro,Comercio,12-14,Primaria o Secundaria,1,santa_catarina,436
H,trabajador,Construcción,25-49,Carrera técnica o preparatoria,0,santa_catarina,436
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,santa_catarina,436
F,trabajador,Servicios,50-59,Carrera técnica o preparatoria,0,santa_catarina,436
F,trabajador,Servicios,25-49,Licenciatura,0,santa_catarina,436
H,independiente,Comercio,25-49,Primaria o Secundaria,0,escobedo,496
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,escobedo,496
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,escobedo,496
F,trabajador,Otro,25-49,Primaria o Secundaria,0,escobedo,496
H,trabajador,Comercio,50-59,Carrera técnica o preparatoria,0,escobedo,496
H,trabajador,Servicios,18-24,Licenciatura,0,escobedo,496
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,escobedo,496
H,trabajador,Comercio,18-24,Licenciatura,0,escobedo,496
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,496
H,trabajador,Industria manufacturera,18-24,Licenciatura,0,escobedo,496
H,trabajador,Servicios,50-59,Carrera técnica o preparatoria,0,guadalupe,375
H,trabajador,Servicios,18-24,Primaria o Secundaria,0,guadalupe,375
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,guadalupe,375
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,guadalupe,375
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,guadalupe,375
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,guadalupe,375
H,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,guadalupe,375
F,trabajador,Servicios,25-49,Licenciatura,0,guadalupe,375
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,juarez,287
H,trabajador,Comercio,15-17,Primaria o Secundaria,1,juarez,287
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,juarez,287
F,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,juarez,287
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,juarez,287
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,juarez,287
H,trabajador,Industria manufacturera,18-24,Carrera técnica o preparatoria,0,juarez,287
F,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,juarez,287
H,independiente,Servicios,25-49,Licenciatura,1,monterrey,521
H,independiente,Servicios,60-64,Licenciatura,0,monterrey,521
F,trabajador,Servicios,60-64,Licenciatura,0,monterrey,521
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,521
F,trabajador,Servicios,25-49,Licenciatura,0,monterrey,521
H,trabajador,Comercio,25-49,Licenciatura,0,monterrey,521
F,trabajador,Construcción,25-49,Licenciatura,0,monterrey,521
H,independiente,Servicios,25-49,Carrera técnica o preparatoria,1,monterrey,470
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,monterrey,470
H,trabajador,Servicios,25-49,Licenciatura,0,monterrey,470
F,independiente,Servicios,25-49,Carrera técnica o preparatoria,1,monterrey,470
H,trabajador,Servicios,25-49,Primaria o Secundaria,1,monterrey,470
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,monterrey,470
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,monterrey,470
H,trabajador,Servicios,18-24,Licenciatura,0,monterrey,470
H,trabajador,Comercio,50-59,Carrera técnica o preparatoria,0,monterrey,470
F,trabajador,Servicios,25-49,Postgrado,0,monterrey,470
H,trabajador,Servicios,50-59,Primaria o Secundaria,1,san_nicolas,349
F,trabajador,Servicios,25-49,Primaria o Secundaria,1,san_nicolas,349
H,independiente,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,1,san_nicolas,349
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,san_nicolas,349
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,san_nicolas,349
H,trabajador,Servicios,25-49,Primaria o Secundaria,0,san_nicolas,349
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,san_nicolas,349
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,san_nicolas,349
H,trabajador,Transporte y comunicaciones,65-130,Primaria o Secundaria,1,san_nicolas,349
H,independiente,Servicios,25-49,Primaria o Secundaria,1,san_nicolas,349
H,trabajador,Construcción,25-49,Primaria o Secundaria,1,san_nicolas,349
F,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,1,san_nicolas,417
H,trabajador,Servicios,18-24,Licenciatura,0,san_nicolas,417
F,trabajador,Comercio,18-24,Licenciatura,0,san_nicolas,417
H,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,san_nicolas,417
H,trabajador,Servicios,18-24,Licenciatura,1,san_nicolas,417
H,trabajador,Gobierno,50-59,Licenciatura,0,santiago,643
F,trabajador,Servicios,25-49,Licenciatura,0,santiago,643
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,santiago,643
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,santiago,643
F,trabajador,Servicios,50-59,Licenciatura,0,santiago,643
H,trabajador,Servicios,65-130,Carrera técnica o preparatoria,1,apodaca,347
F,trabajador,Servicios,50-59,Licenciatura,0,apodaca,347
F,independiente,Servicios,25-49,Carrera técnica o preparatoria,1,apodaca,347
F,otro,Servicios,25-49,Carrera técnica o preparatoria,1,apodaca,347
F,otro,Servicios,18-24,Licenciatura,1,apodaca,347
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,apodaca,347
F,trabajador,Gobierno,25-49,Carrera técnica o preparatoria,0,apodaca,347
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,apodaca,347
H,trabajador,Servicios,60-64,Postgrado,0,san_pedro,424
F,trabajador,Servicios,60-64,Postgrado,0,san_pedro,424
H,trabajador,Industria manufacturera,25-49,Licenciatura,0,san_pedro,424
F,trabajador,Servicios,60-64,Primaria o Secundaria,1,san_pedro,424
H,trabajador,Comercio,50-59,Licenciatura,0,san_pedro,424
F,trabajador,Comercio,50-59,Licenciatura,0,san_pedro,424
H,trabajador,Comercio,25-49,Licenciatura,0,san_pedro,424
H,trabajador,Comercio,25-49,Licenciatura,0,san_pedro,424
H,trabajador,Servicios,18-24,Licenciatura,0,san_pedro,424
F,trabajador,Servicios,50-59,Primaria o Secundaria,1,guadalupe,330
F,trabajador,Gobierno,50-59,Carrera técnica o preparatoria,0,guadalupe,330
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,0,guadalupe,330
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,1,guadalupe,330
F,trabajador,Servicios,25-49,Licenciatura,0,guadalupe,330
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,guadalupe,330
H,trabajador,Servicios,50-59,Primaria o Secundaria,1,guadalupe,330
H,trabajador,Industria manufacturera,60-64,Licenciatura,0,san_nicolas,398
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,san_nicolas,398
F,trabajador,Comercio,50-59,Primaria o Secundaria,1,san_nicolas,398
F,trabajador,Comercio,18-24,Primaria o Secundaria,1,san_nicolas,398
F,trabajador,Comercio,15-17,Primaria o Secundaria,1,san_nicolas,398
F,trabajador,Comercio,15-17,Sin Instrucción,1,san_nicolas,398
H,trabajador,Industria manufacturera,50-59,Carrera técnica o preparatoria,1,san_nicolas,398
F,independiente,Servicios,65-130,Primaria o Secundaria,1,san_nicolas,398
H,otro,Servicios,25-49,Primaria o Secundaria,1,san_nicolas,398
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,escobedo,399
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,escobedo,399
H,trabajador,Comercio,18-24,Carrera técnica o preparatoria,0,escobedo,399
H,trabajador,Transporte y comunicaciones,50-59,Primaria o Secundaria,0,escobedo,399
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,escobedo,399
H,trabajador,Servicios,25-49,Licenciatura,0,escobedo,399
H,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,escobedo,399
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,guadalupe,360
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,guadalupe,360
H,trabajador,Transporte y comunicaciones,25-49,Primaria o Secundaria,0,guadalupe,360
H,trabajador,Servicios,60-64,Carrera técnica o preparatoria,1,guadalupe,360
H,trabajador,Servicios,25-49,Licenciatura,0,guadalupe,360
H,independiente,Construcción,60-64,Licenciatura,0,guadalupe,360
F,trabajador,Servicios,25-49,Primaria o Secundaria,0,monterrey,408
H,trabajador,Construcción,50-59,Primaria o Secundaria,1,monterrey,408
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,monterrey,408
H,trabajador,Comercio,15-17,Primaria o Secundaria,1,monterrey,408
F,independiente,Servicios,15-17,Carrera técnica o preparatoria,1,monterrey,408
H,independiente,Servicios,25-49,Primaria o Secundaria,1,monterrey,408
F,otro,Servicios,25-49,Primaria o Secundaria,1,monterrey,408
H,trabajador,Servicios,12-14,Primaria o Secundaria,1,monterrey,408
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,monterrey,408
H,trabajador,Construcción,50-59,Primaria o Secundaria,0,monterrey,408
F,trabajador,Comercio,18-24,Licenciatura,0,monterrey,408
F,trabajador,Comercio,18-24,Licenciatura,1,monterrey,408
H,independiente,Construcción,25-49,Carrera técnica o preparatoria,1,san_nicolas,409
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,san_nicolas,409
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,san_nicolas,409
F,trabajador,Industria manufacturera,25-49,Carrera técnica o preparatoria,0,san_nicolas,409
F,trabajador,Servicios,25-49,Licenciatura,0,san_nicolas,409
H,independiente,Servicios,25-49,Primaria o Secundaria,1,san_nicolas,409
F,trabajador,Servicios,50-59,Carrera técnica o preparatoria,1,san_nicolas,409
H,trabajador,Servicios,25-49,Licenciatura,0,san_nicolas,409
F,trabajador,Servicios,25-49,Licenciatura,1,san_nicolas,409
F,trabajador,Servicios,60-64,Sin Instrucción,0,santa_catarina,432
H,trabajador,Gobierno,18-24,Licenciatura,0,santa_catarina,432
H,trabajador,Industria manufacturera,60-64,Carrera técnica o preparatoria,1,santa_catarina,432
F,trabajador,Industria manufacturera,25-49,Licenciatura,0,santa_catarina,432
F,trabajador,Servicios,25-49,Licenciatura,0,santa_catarina,432
H,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,0,santa_catarina,432
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,santa_catarina,432
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,santa_catarina,432
H,trabajador,Otro,25-49,Primaria o Secundaria,0,santa_catarina,432
H,trabajador,Servicios,18-24,Primaria o Secundaria,1,santa_catarina,432
H,trabajador,Comercio,25-49,Licenciatura,0,guadalupe,408
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,guadalupe,408
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,guadalupe,408
H,trabajador,Servicios,50-59,Licenciatura,0,guadalupe,384
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,guadalupe,384
H,trabajador,Transporte y comunicaciones,25-49,Carrera técnica o preparatoria,0,guadalupe,384
F,trabajador,Comercio,25-49,Carrera técnica o preparatoria,0,guadalupe,384
F,trabajador,Servicios,18-24,Licenciatura,0,guadalupe,384
F,trabajador,Servicios,25-49,Licenciatura,0,guadalupe,384
F,trabajador,Gobierno,25-49,Licenciatura,0,guadalupe,384
H,trabajador,Servicios,50-59,Licenciatura,0,guadalupe,422
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,guadalupe,422
H,trabajador,Servicios,18-24,Licenciatura,0,guadalupe,422
H,trabajador,Construcción,50-59,Primaria o Secundaria,1,guadalupe,422
H,trabajador,Industria manufacturera,18-24,Primaria o Secundaria,0,guadalupe,422
F,trabajador,Industria manufacturera,50-59,Primaria o Secundaria,1,guadalupe,422
F,trabajador,Servicios,25-49,Licenciatura,0,guadalupe,420
F,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,guadalupe,420
F,trabajador,Industria manufacturera,25-49,Primaria o Secundaria,0,guadalupe,420
F,trabajador,Servicios,18-24,Carrera técnica o preparatoria,0,guadalupe,420
H,trabajador,Comercio,25-49,Primaria o Secundaria,0,guadalupe,420
F,trabajador,Servicios,50-59,Carrera técnica o preparatoria,0,monterrey,478
H,trabajador,Servicios,25-49,Carrera técnica o preparatoria,0,monterrey,478
